AMOUNT,CLIENT_EXEC_SPONSOR_INVOLVED__C,CLOSEDATE,COMPELLING_EVENT__C,COMPETITIVE_STATUS__C,CURRENT_SYSTEM__C,DECISION_MAKER_TITLE__C,EXECUTIVES__C,EXTERNAL_ID__C,FUNCTIONAL_FIT__C,MAIN_COMPETITOR__C,MAIN_PRODUCT_FAMILY__C,NAME,NUMBER_OF_DEMOS__C,NUMBER_OF_EMAILS__C,NUMBER_OF_POCS__C,NUMBER_OF_TECH_EXPERTS_INVOLVED__C,OPPORTUNITY_DISCOUNT__C,PARTNER_INVOLVED__C,PRE_SALES_ASSESSMENT_SCORE__C,STAGENAME,ACCOUNT.EXTERNAL_ID__C,TECHNICAL_FIT__C,TYPE
2007.49,FALSE,2018-12-05,Cost Saving,Vendor of Choice,Homegrown,CIO,FALSE,c105b3cd-1d6c-4c42-a822-2933808bb0bd,3,Google,Marketing,Marketing for Sales(24),3,9,7,15,17.19,FALSE,3,Closed Lost,9348b5d9-f470-476e-83b9-8cded19986ad,4,New Customer
5715.02,FALSE,2018-05-30,Improve Customer Experience,Even,Google,Service Manager,FALSE,d9205466-cfb9-426e-8f28-dcae8f1575f6,3,Google,Service,Service for Support(38),3,32,12,9,61.91,FALSE,2,Closed Lost,75ccb6ee-68d8-49b0-bafa-c40a431f26bf,3,New Customer
7202.25,FALSE,2020-04-24,Improve Customer Experience,Ahead of Competition,Google,CIO,FALSE,b8efb929-3faf-4158-9d75-fb77042bc306,3,Google,Service,Service for Support(33),5,49,4,5,37.1,FALSE,1,Closed Lost,170d1b27-49f9-45b8-9668-cdcb0066ff74,4,New Customer
1726.1,TRUE,2018-05-27,Improve Customer Experience,Ahead of Competition,Google,Service Manager,FALSE,3625a0ac-a387-48d7-8404-dc103e7162b1,5,Microsoft,Service,Service for Support(62),9,48,10,5,27.49,TRUE,5,Closed Lost,b14cf1fa-7b22-4e91-908f-c7a710de133b,4,New Customer
3758.03,FALSE,2020-02-15,Improve Customer Experience,Behind Competition,Google,CMO,FALSE,bbd76d7b-abd8-4291-8148-96429acb289e,3,Google,Service,Service for Research and Development(90),9,9,8,15,48.57,FALSE,1,Closed Lost,754d9e5a-626b-4c61-a0b4-94a9a5ae2a10,1,New Customer
8544.34,FALSE,2019-07-24,Merger & Acquisition,Ahead of Competition,Google,CIO,FALSE,1e573198-484b-4e31-881d-d30bf5a24c03,3,Google,Sales,Sales for Accounting(36),8,22,4,1,75.35,FALSE,3,Closed Lost,9111dfdd-7adc-44ee-bcda-f7dc1fbd23c9,3,New Customer
758.12,FALSE,2019-10-05,Improve Customer Experience,Behind Competition,Amazon,CIO,FALSE,858bc47a-474f-48ab-bf5a-90b9526c9bf8,5,Google,Sales,Sales for Product Management(3),7,19,9,2,77.38,FALSE,2,Closed Lost,a6228ed8-a374-4b6c-8179-72c7d1b3e0e9,2,New Customer
6210.17,FALSE,2018-06-09,Improve Customer Experience,Behind Competition,Oracle,CMO,TRUE,4cde21f0-e96c-4289-8e2a-850de58be61c,5,Google,Service,Service for Support(56),0,0,7,8,19.12,FALSE,3,Closed Lost,f72614bb-996f-4d6b-b6c8-132c677dfa70,3,New Customer
7600.37,FALSE,2019-04-10,Improve Customer Experience,Ahead of Competition,Google,Procurement,TRUE,2a906821-4db9-4b76-bba3-0e792d912a0b,5,Google,Service,Service for Accounting(39),3,8,6,9,35.84,FALSE,3,Closed Lost,13eca6ee-04cc-4246-b2b2-c78811727d1d,1,New Customer
8942.53,FALSE,2019-08-19,Reorganization,Even,Amazon,Sales Manager,FALSE,c38d423a-29fb-4034-a67a-addcfa75571f,2,Google,Sales,Sales for Services(62),6,45,6,15,63.47,FALSE,4,Closed Lost,af85d3fd-eb7c-4e81-90d3-a8afe43368f9,5,New Customer
5239.02,FALSE,2019-09-19,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,e589e620-2fde-4541-aa2a-b4c57a5c13a0,4,Google,Service,Service for Human Resources(73),2,29,5,15,44.98,FALSE,1,Closed Lost,1f181d7a-a0f4-42c6-a9b1-4753c3a71adc,1,Existing Customer - Renewal
4446.14,FALSE,2018-12-11,Improve Customer Experience,Ahead of Competition,Google,CTO,TRUE,db530118-2c4f-4884-86ca-caee0d9821de,4,Google,Community,Community for Engineering(52),5,29,4,14,28.99,TRUE,5,Closed Won,672e6725-93dd-40a5-94bf-57fd4b0d848c,3,Existing Customer - Renewal
314.61,FALSE,2019-11-22,Improve Customer Experience,Ahead of Competition,Amazon,CIO,FALSE,7b0b2e29-c6a3-458a-bbcc-be9b513df01a,4,Google,Community,Community for Product Management(62),2,40,15,13,62.08,FALSE,1,Closed Won,296bef2f-31fd-4372-8534-c4895d0fb3c2,4,Existing Customer - Renewal
9538.41,FALSE,2020-03-07,Merger & Acquisition,Ahead of Competition,Oracle,CIO,TRUE,6819ad7c-b14a-44f4-a786-905be03ade95,4,Microsoft,Service,Service for Accounting(81),3,18,4,4,47.91,FALSE,5,Closed Lost,492e3364-b35e-4cd2-aa3e-48cf6ed6f966,1,Existing Customer - Downgrade
1710.67,FALSE,2019-03-05,Merger & Acquisition,Ahead of Competition,Amazon,Procurement,TRUE,068fafd7-ff54-48cc-b101-f8009d928088,5,Google,Service,Service for Accounting(87),6,19,12,5,75.14,FALSE,3,Closed Lost,3c625be8-5989-48d5-99a3-49163f2696d7,4,Existing Customer - Upgrade
3445.52,FALSE,2019-08-29,Merger & Acquisition,Vendor of Choice,Oracle,Service Manager,FALSE,80bd10da-d762-45e4-b9f6-e2b4b30ebf3e,2,Google,Service,Service for Marketing(66),1,19,5,13,21.17,TRUE,4,Closed Lost,11c11fd0-1d9d-42d5-8bcc-bae689bbcd04,5,Existing Customer - Downgrade
7293.44,FALSE,2018-11-15,Improve Customer Experience,Vendor of Choice,Google,CIO,FALSE,22528af3-42f6-40f8-ba47-a40b24049a3c,3,Google,Service,Service for Product Management(44),10,29,6,9,49.54,FALSE,5,Closed Lost,f81e4826-1058-4816-9928-440beb0a26af,5,Existing Customer - Replacement
8030.48,FALSE,2020-05-06,Improve Customer Experience,Ahead of Competition,Homegrown,CIO,FALSE,eef5c0ad-5530-4f6d-8001-f8fe5ba682d8,5,Microsoft,Sales,Sales for Human Resources(42),0,11,8,7,22.54,TRUE,5,Closed Lost,efbf2bdf-db26-4904-a0da-48e9644b9b95,5,Existing Customer - Replacement
8442.58,FALSE,2020-03-30,Improve Customer Experience,Vendor of Choice,Pega,CIO,FALSE,aa8a571c-4609-4c70-9842-2b5af5efe4c3,3,Google,Service,Service for Product Management(94),3,33,3,14,22.18,FALSE,2,Closed Lost,9bc02146-5c5f-412f-bcdf-e62bef69be94,5,Existing Customer - Renewal
8944.29,FALSE,2019-08-24,Merger & Acquisition,Ahead of Competition,Pega,Service Manager,TRUE,710a9ba4-e994-4129-9e59-89505e03fb0f,5,Google,Service,Service for Research and Development(84),9,14,0,8,72.88,FALSE,3,Closed Lost,efbf2bdf-db26-4904-a0da-48e9644b9b95,4,Existing Customer - Renewal
3040.03,FALSE,2020-04-28,Merger & Acquisition,Ahead of Competition,Homegrown,Service Manager,FALSE,409f547a-f545-40b9-88b2-7a2562a3e8ed,2,Google,Service,Service for Legal(28),7,19,3,10,26.81,FALSE,2,Closed Lost,040ee213-ffd8-4daa-9e68-987623cebd8e,4,Existing Customer - Renewal
6610.36,FALSE,2019-04-14,Improve Customer Experience,Even,Homegrown,Service Manager,FALSE,6af4e9be-2918-4991-a125-caa0755ae5e0,5,Google,Marketing,Marketing for Business Development(91),4,29,2,9,62.37,TRUE,4,Closed Lost,6749099a-2606-4a58-8ae7-e6f0ca927d76,3,Existing Customer - Upgrade
3342.41,FALSE,2018-11-10,Merger & Acquisition,Ahead of Competition,Homegrown,Service Manager,TRUE,817d2089-a68d-4f69-8b3e-dcf2875426a5,5,Google,Marketing,Marketing for Engineering(59),9,5,13,5,33.59,TRUE,1,Closed Lost,69ca6930-1420-477c-9428-973abad063ba,4,Existing Customer - Renewal
5006.13,FALSE,2018-09-04,Improve Customer Experience,Behind Competition,Google,Service Manager,FALSE,01a541c2-e2d6-4d1a-b71c-b6cba46a4b68,5,Microsoft,Sales,Sales for Accounting(54),0,25,4,10,62.3,FALSE,3,Closed Lost,b17880ad-81a6-4831-bcbb-a13b3e542439,4,Existing Customer - Upgrade
8446.99,FALSE,2018-07-26,Improve Customer Experience,Behind Competition,Google,Service Manager,TRUE,60965144-1c5c-4097-a2b3-e75eb2bd49e8,2,Google,Service,Service for Accounting(84),2,48,10,7,21.18,FALSE,5,Closed Won,3ccd0c7e-96ba-49d8-b0ce-01913deba665,1,Existing Customer - Upgrade
8070.45,FALSE,2020-01-24,Improve Customer Experience,Even,Oracle,CTO,FALSE,ecd0a50f-7e06-48b8-bd4d-82952beae015,2,Google,Service,Service for Accounting(21),8,35,11,11,82.79,FALSE,2,Closed Lost,7c1a9631-a834-44f8-8c83-9f3bc99c29d8,5,Existing Customer - Downgrade
8819.34,FALSE,2019-07-05,Improve Customer Experience,Vendor of Choice,Homegrown,CIO,FALSE,56f58431-b733-4f40-95a8-5e6a50c194fa,5,Google,Marketing,Marketing for Business Development(42),9,0,6,5,82.69,FALSE,2,Closed Lost,8464dc38-274d-4da6-a100-44f593868844,5,Existing Customer - Renewal
2512.13,FALSE,2020-05-11,Improve Customer Experience,Behind Competition,Google,Sales Manager,FALSE,dfa25b18-fcc7-4319-b8ea-883dba1563fd,1,Google,Marketing,Marketing for Research and Development(61),4,35,7,13,19.16,FALSE,3,Closed Lost,649db0a4-6381-4769-833c-c34c7c1a7367,1,Existing Customer - Renewal
8523.41,FALSE,2018-10-21,Improve Customer Experience,Ahead of Competition,Oracle,Service Manager,FALSE,141c28a7-1c0a-41fe-a75a-5f432f9e9595,1,Google,E-Commerce,E-Commerce for Product Management(0),8,1,0,14,58.7,FALSE,4,Closed Won,6ec924eb-3719-4774-ac63-2e0b468abc6d,5,Existing Customer - Renewal
5995,FALSE,2018-07-16,Improve Customer Experience,Ahead of Competition,Homegrown,CMO,FALSE,f2c58760-0f2f-44b9-9e39-3de2a48c8211,1,Google,Service,Service for Training(50),8,34,8,5,68.9,FALSE,1,Closed Lost,aeb8658a-e7a7-4e4b-a19a-a5ab2679064e,4,Existing Customer - Renewal
605.67,FALSE,2018-08-09,Improve Customer Experience,Ahead of Competition,Google,CIO,TRUE,5aa8d7b0-cf68-4cae-b230-5bb2f18e6155,3,Google,Service,Service for Sales(30),5,2,15,5,42.7,TRUE,2,Closed Lost,41fc80b5-132a-449a-bd46-d0603b63e246,2,Existing Customer - Replacement
9966.36,FALSE,2018-10-01,Improve Customer Experience,Ahead of Competition,Google,Service Manager,TRUE,b4e0d818-a1ab-43f9-8665-fc5da6b3b0e5,2,Google,Sales,Sales for Accounting(74),7,37,3,1,70.29,TRUE,4,Closed Won,2e4f0a51-3e92-41c2-9c12-f991b954ec5e,5,Existing Customer - Renewal
5472.19,FALSE,2019-03-13,Merger & Acquisition,Vendor of Choice,Google,Service Manager,TRUE,0f5aa649-0653-4db4-8701-9c403086391c,2,Amazon,Service,Service for Legal(72),8,9,10,12,74.16,TRUE,3,Closed Lost,fde9bb35-5f1c-4f9a-a8a7-b4502ca24e09,3,Existing Customer - Renewal
6681.78,TRUE,2019-06-30,Improve Customer Experience,Ahead of Competition,Amazon,Service Manager,FALSE,cf6a92bb-14c3-4230-917f-10bc901188d4,2,Google,Service,Service for Sales(10),8,12,11,10,84.46,FALSE,1,Closed Lost,b5778407-3438-43a5-abd4-81f1c1082a54,1,Existing Customer - Renewal
5541.93,FALSE,2019-07-23,Merger & Acquisition,Vendor of Choice,Google,Service Manager,FALSE,4539a61d-15c1-43bb-a1ee-c38e569008db,2,Google,Service,Service for Services(98),0,4,4,12,11.45,FALSE,4,Closed Lost,9c366557-4e7c-4ab4-ba18-553c36fadb33,4,Existing Customer - Renewal
2937.25,FALSE,2019-09-25,Improve Customer Experience,Ahead of Competition,Oracle,Procurement,FALSE,7462a8f1-53d6-41ed-b9b4-235f53512e75,3,Google,Marketing,Marketing for Research and Development(11),2,31,3,3,82.78,FALSE,3,Closed Lost,1cab0fdf-5e48-434c-b6c2-5a5479d492f4,1,New Customer
6604.47,FALSE,2018-09-01,Improve Customer Experience,Ahead of Competition,Google,Marketing Manager,FALSE,2b9f3c9b-9cfa-4c2f-bad4-7266597e66eb,5,Apple,Service,Service for Training(9),7,47,3,7,14.6,FALSE,5,Closed Lost,a42ad92c-a6d1-4fb5-b74a-f6dc5a28ffcc,3,New Customer
9493.63,FALSE,2018-06-03,Merger & Acquisition,Vendor of Choice,Google,Service Manager,TRUE,83b3205d-f952-43e5-a10b-51d1f2568b23,2,Apple,E-Commerce,E-Commerce for Human Resources(44),10,30,11,13,68.29,TRUE,1,Closed Lost,ad8d1d97-d99b-4230-a7a0-7359cfe91453,4,New Customer
4683.82,FALSE,2020-05-12,Improve Customer Experience,Vendor of Choice,Amazon,Service Manager,FALSE,69aaaee0-8fed-4a04-9c77-685c8d0e4ffe,1,Google,Service,Service for Product Management(49),5,0,5,5,36.13,FALSE,2,Closed Lost,326dcdfc-1629-434a-a115-b1419c62be42,3,New Customer
2711.41,FALSE,2020-05-01,Improve Customer Experience,Ahead of Competition,Oracle,Sales Manager,FALSE,5292bf24-4435-4e04-ace5-95e8df8ca3f0,5,Amazon,Community,Community for Training(77),10,30,6,13,23.75,FALSE,5,Closed Lost,22b0e963-653f-402d-a531-15896d332057,2,New Customer
5762.39,FALSE,2020-05-09,Cost Saving,Ahead of Competition,Homegrown,Service Manager,FALSE,c3fa2a28-00a9-47ae-9cb6-55862114fd69,1,Microsoft,Sales,Sales for Training(16),2,44,13,1,45.86,FALSE,5,Closed Lost,ad8d1d97-d99b-4230-a7a0-7359cfe91453,3,New Customer
9260.74,FALSE,2019-04-28,Improve Customer Experience,Ahead of Competition,Homegrown,Service Manager,FALSE,78a8e9b4-3487-40f5-ad2d-44632b5a1534,4,Google,Service,Service for Engineering(71),0,47,15,1,75.75,FALSE,5,Closed Lost,754d9e5a-626b-4c61-a0b4-94a9a5ae2a10,1,New Customer
1820.26,FALSE,2018-08-08,Improve Customer Experience,Even,Google,Sales Manager,TRUE,13a39b65-f13c-4f76-ba70-6d2810e80d85,4,Microsoft,Service,Service for Accounting(60),2,10,1,4,11.32,FALSE,4,Closed Lost,a6228ed8-a374-4b6c-8179-72c7d1b3e0e9,1,New Customer
4270.68,FALSE,2018-08-08,Merger & Acquisition,Vendor of Choice,Amazon,Service Manager,FALSE,54e98f7f-b9a4-4dc9-ac7d-76e4da2ac6ad,4,Amazon,Marketing,Marketing for Sales(10),5,22,11,5,31.87,FALSE,5,Closed Lost,a963aa4a-d3da-46ba-aabf-5eea6ba70a4b,5,New Customer
5942.73,FALSE,2019-06-18,Improve Customer Experience,Ahead of Competition,Homegrown,Sales Manager,TRUE,a0247f0d-3966-4ded-a48b-0ad6e0d7aca3,5,Google,Service,Service for Support(63),3,11,1,6,48.26,FALSE,4,Closed Lost,1cab0fdf-5e48-434c-b6c2-5a5479d492f4,5,New Customer
2288.33,FALSE,2018-08-30,Improve Customer Experience,Ahead of Competition,Amazon,Sales Manager,FALSE,4295ddc7-b68e-4603-b70d-79bfc2702ee8,4,Google,Service,Service for Engineering(29),9,48,0,1,29.52,FALSE,3,Closed Lost,87dcaffe-bcd2-4f6a-8cb6-ffa56560cad5,5,New Customer
1655.24,FALSE,2018-08-10,Improve Customer Experience,Vendor of Choice,Oracle,CIO,TRUE,4271781d-8d38-4fe5-86ed-030b6692601b,4,Google,Community,Community for Training(10),2,4,14,13,84.81,FALSE,4,Closed Lost,a963aa4a-d3da-46ba-aabf-5eea6ba70a4b,4,New Customer
9418.95,FALSE,2019-08-22,Improve Customer Experience,Behind Competition,Homegrown,CIO,FALSE,8a4d0ece-c48f-4a1d-bd74-58fdeca66109,1,Microsoft,Analytics,Analytics for Product Management(79),2,34,10,6,61.8,FALSE,1,Closed Lost,3a515b6e-2409-478c-89b3-04d8d49e4eca,5,New Customer
8461.64,TRUE,2018-10-11,Improve Customer Experience,Ahead of Competition,Oracle,Service Manager,FALSE,2fba62e3-8e9e-49bd-b511-d9d48a78790d,3,Google,Sales,Sales for Product Management(24),8,40,12,9,41.88,FALSE,4,Closed Lost,e5e76bc1-905a-4f55-a1bc-01f9158442c0,1,New Customer
8875.97,TRUE,2019-04-28,Improve Customer Experience,Ahead of Competition,Google,CIO,FALSE,777c3b7b-283b-47d3-ad42-2b22b9ba1d27,4,Amazon,Marketing,Marketing for Business Development(70),3,44,5,8,33.41,TRUE,1,Closed Lost,830a3e4e-482d-4e1c-ae6a-a2cfa0de0051,4,New Customer
2757.58,FALSE,2019-06-25,Improve Customer Experience,Behind Competition,Oracle,Sales Manager,FALSE,11424dc2-0c57-4281-b037-0a710a7beb2d,5,Google,Marketing,Marketing for Accounting(19),7,45,1,8,27.26,FALSE,4,Closed Lost,73514ff1-f2fc-4db8-9640-cb3e01056119,3,New Customer
1932.49,FALSE,2019-03-18,Merger & Acquisition,Ahead of Competition,Google,CMO,FALSE,cfc98b8f-5c9d-4478-8241-6f3e3af6ca98,3,Google,Service,Service for Services(6),9,43,3,9,36.77,FALSE,4,Closed Lost,7905ae80-e98d-4323-add4-b7eab06fbd27,5,New Customer
2171.4,FALSE,2019-04-27,Improve Customer Experience,Ahead of Competition,Homegrown,CTO,TRUE,9d155fb1-1058-403b-a5ac-43f63fef1d35,5,Google,Service,Service for Legal(69),1,14,15,6,33.62,FALSE,1,Closed Lost,4a96a45a-6b62-4fe5-baff-d0bd5ef743ef,1,New Customer
1121.99,FALSE,2018-09-27,Cost Saving,Vendor of Choice,Google,CIO,FALSE,54824933-7485-49fe-9cfb-72e01c0206e7,2,Google,Service,Service for Services(57),4,28,10,11,72.62,FALSE,3,Closed Lost,8d3e92fc-ca8e-434a-8972-57792dbd9b6a,4,New Customer
9737.68,FALSE,2019-11-25,Improve Customer Experience,Ahead of Competition,Homegrown,Service Manager,FALSE,a7824132-a02c-4206-878a-5055304e8fa3,1,Google,Marketing,Marketing for Human Resources(91),5,34,1,4,71.74,FALSE,4,Closed Lost,bd672085-7eaf-45f6-8b8e-9eb5e5fc01e0,3,New Customer
6985.28,FALSE,2019-11-17,Reorganization,Even,Google,Service Manager,FALSE,ca1112dc-bc81-4f18-8797-a5ebe6c9edf4,1,Google,Sales,Sales for Legal(70),9,17,14,8,57.58,FALSE,2,Closed Lost,163eef6a-4a0b-41bd-964f-d279921f8a47,4,New Customer
2838.02,FALSE,2018-09-08,Improve Customer Experience,Vendor of Choice,Homegrown,Service Manager,FALSE,7dd57fcb-5e56-4db0-b749-3960697a1cd2,3,Google,Service,Service for Human Resources(65),2,12,13,4,83.81,TRUE,2,Closed Lost,9a0682ef-7545-4dde-88c0-55bdd12aa727,3,New Customer
2840.03,FALSE,2019-11-03,Merger & Acquisition,Ahead of Competition,Google,Service Manager,FALSE,208e64d0-11f8-444f-820c-fe8715cb855a,4,Amazon,Sales,Sales for Human Resources(40),10,14,0,6,57.64,FALSE,3,Closed Lost,0f533e42-42c7-422b-ab96-4ac937f7047b,5,New Customer
4995.99,FALSE,2020-04-09,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,9c651532-ef00-4980-94c4-6a864fe7dca3,4,Google,Sales,Sales for Accounting(66),8,29,10,3,19.86,FALSE,2,Closed Lost,754d9e5a-626b-4c61-a0b4-94a9a5ae2a10,5,New Customer
7034.13,FALSE,2019-07-27,Improve Customer Experience,Vendor of Choice,Google,Service Manager,FALSE,b7297b61-3ea5-4c8d-9b93-d8ea02d6f98c,2,Google,Service,Service for Research and Development(40),2,37,8,10,77.78,FALSE,2,Closed Lost,22b0e963-653f-402d-a531-15896d332057,3,New Customer
6963.98,FALSE,2019-12-30,Reorganization,Vendor of Choice,Oracle,Procurement,TRUE,438c0bdc-c1c9-4e06-a62d-e44d78dbb162,5,Google,Service,Service for Product Management(85),10,26,15,15,68.15,FALSE,2,Closed Lost,4a96a45a-6b62-4fe5-baff-d0bd5ef743ef,3,New Customer
9592.03,FALSE,2019-08-15,Improve Customer Experience,Even,Google,CIO,FALSE,d4750c6a-1a86-4986-9158-c6ddaa2d0b75,4,Microsoft,Community,Community for Business Development(94),6,9,1,13,14.23,TRUE,2,Closed Lost,d72bc4fa-9498-4580-8afa-64f413be22ea,2,New Customer
3228.22,FALSE,2019-02-24,Improve Customer Experience,Ahead of Competition,Pega,CIO,FALSE,34bac0d1-7a31-48b3-afef-9f5e1ffcf390,5,Microsoft,Sales,Sales for Marketing(78),2,25,0,2,7.51,TRUE,3,Closed Lost,c68d7c6e-7022-4705-8ac1-9ba2a628c0df,3,New Customer
8285.36,FALSE,2019-09-17,Merger & Acquisition,Ahead of Competition,Oracle,Service Manager,TRUE,4c4cfcc5-a014-457b-b9c4-999ba03c0d7e,5,Google,Sales,Sales for Legal(15),7,50,2,12,79.37,FALSE,2,Closed Lost,a963aa4a-d3da-46ba-aabf-5eea6ba70a4b,1,New Customer
4467.12,FALSE,2019-12-08,Merger & Acquisition,Vendor of Choice,Homegrown,Procurement,FALSE,531ddb99-23e2-41ec-9b85-009b511e10e0,1,Amazon,Service,Service for Product Management(96),9,18,5,11,24.84,TRUE,2,Closed Lost,f72614bb-996f-4d6b-b6c8-132c677dfa70,2,New Customer
1162.42,TRUE,2019-07-26,Merger & Acquisition,Vendor of Choice,Google,Marketing Manager,TRUE,731b01bc-eb9d-4688-9dc6-d00e77895eca,3,Microsoft,Service,Service for Support(86),2,2,14,14,29.8,FALSE,4,Closed Lost,163eef6a-4a0b-41bd-964f-d279921f8a47,3,New Customer
9264.44,TRUE,2018-08-13,Improve Customer Experience,Vendor of Choice,Google,CTO,TRUE,f980d3ee-cad2-47f5-9f87-44199f361321,4,Google,Service,Service for Business Development(44),7,11,0,14,84.87,FALSE,1,Closed Lost,58493a81-f5ab-4327-b78c-9f5ccd0fb3a4,2,New Customer
8919.91,FALSE,2018-08-29,Merger & Acquisition,Ahead of Competition,Google,Service Manager,TRUE,7f95425a-eae4-4af6-a1ff-86cf51074013,3,Google,Community,Community for Product Management(20),5,50,6,2,36.24,FALSE,3,Closed Lost,e5e76bc1-905a-4f55-a1bc-01f9158442c0,5,New Customer
7731.74,FALSE,2019-01-21,Improve Customer Experience,Vendor of Choice,Amazon,Procurement,FALSE,c39e928d-31cf-47b9-9254-043c135b8168,2,Google,Service,Service for Product Management(88),2,32,5,4,56.7,FALSE,1,Closed Lost,e0994168-ecc3-47f3-93ea-26cb32c1e814,2,New Customer
7691.49,FALSE,2019-09-09,Improve Customer Experience,Ahead of Competition,Homegrown,Sales Manager,FALSE,a2a05a7d-6177-41d6-9983-cb3ed7e3f63f,3,Google,Community,Community for Marketing(98),4,30,10,1,46.67,FALSE,4,Closed Lost,fcf932b9-ee8d-433a-a32f-225405eee851,1,New Customer
5576.09,FALSE,2018-12-21,Improve Customer Experience,Ahead of Competition,Google,Sales Manager,FALSE,4ee86e64-7cab-4a8a-b7ae-ec11111892f9,5,Google,Service,Service for Services(50),5,46,5,13,22.74,FALSE,3,Closed Lost,d4089a65-5e92-4a4d-a5fa-26e0283436eb,4,New Customer
1763.29,FALSE,2019-06-02,Merger & Acquisition,Vendor of Choice,Google,Service Manager,FALSE,8bb50707-ee29-46c2-a2ad-c900cab7e967,5,Google,Service,Service for Human Resources(46),2,7,7,15,79.72,FALSE,2,Closed Lost,a6228ed8-a374-4b6c-8179-72c7d1b3e0e9,2,New Customer
2190.02,FALSE,2020-03-21,Improve Customer Experience,Ahead of Competition,Google,CTO,FALSE,eb756067-2549-441f-b10d-1e29ddfc116c,3,Google,Sales,Sales for Training(68),3,18,5,12,64.21,FALSE,3,Closed Lost,7905ae80-e98d-4323-add4-b7eab06fbd27,3,New Customer
